county,office,district,party,candidate,precinct,votes
Marion,Governor,,DEM,Ballots Cast,408,15
Marion,Governor,,DEM,Ballots Cast,505,37
Marion,Governor,,DEM,Ballots Cast,515,68
Marion,Governor,,DEM,Ballots Cast,525,112
Marion,Governor,,DEM,Ballots Cast,535,130
Marion,Governor,,DEM,Ballots Cast,545,55
Marion,Governor,,DEM,Ballots Cast,555,194
Marion,Governor,,DEM,Ballots Cast,577,54
Marion,Governor,,DEM,Ballots Cast,578,5
Marion,Governor,,DEM,Ballots Cast,579,26
Marion,Governor,,DEM,Ballots Cast,580,108
Marion,Governor,,DEM,Ballots Cast,581,318
Marion,Governor,,DEM,Ballots Cast,582,53
Marion,Governor,,DEM,Ballots Cast,583,96
Marion,Governor,,DEM,Ballots Cast,584,0
Marion,Governor,,DEM,Ballots Cast,586,65
Marion,Governor,,DEM,Ballots Cast,587,15
Marion,Governor,,DEM,Ballots Cast,588,6
Marion,Governor,,DEM,Ballots Cast,589,5
Marion,Governor,,DEM,Ballots Cast,590,58
Marion,Governor,,DEM,Ballots Cast,615,24
Marion,Governor,,DEM,Ballots Cast,625,345
Marion,Governor,,DEM,Ballots Cast,635,585
Marion,Governor,,DEM,Ballots Cast,645,217
Marion,Governor,,DEM,Ballots Cast,655,411
Marion,Governor,,DEM,Ballots Cast,674,106
Marion,Governor,,DEM,Ballots Cast,676,98
Marion,Governor,,DEM,Ballots Cast,677,41
Marion,Governor,,DEM,Ballots Cast,678,259
Marion,Governor,,DEM,Ballots Cast,679,120
Marion,Governor,,DEM,Ballots Cast,680,33
Marion,Governor,,DEM,Ballots Cast,681,183
Marion,Governor,,DEM,Ballots Cast,682,372
Marion,Governor,,DEM,Ballots Cast,683,18
Marion,Governor,,DEM,Ballots Cast,684,81
Marion,Governor,,DEM,Ballots Cast,686,11
Marion,Governor,,DEM,Ballots Cast,687,10
Marion,Governor,,DEM,Ballots Cast,688,34
Marion,Governor,,DEM,Ballots Cast,689,2
Marion,Governor,,DEM,Ballots Cast,690,328
Marion,Governor,,DEM,Ballots Cast,691,520
Marion,Governor,,DEM,Ballots Cast,692,8
Marion,Governor,,DEM,Ballots Cast,694,141
Marion,Governor,,DEM,Ballots Cast,696,314
Marion,Governor,,DEM,Ballots Cast,697,237
Marion,Governor,,DEM,Ballots Cast,698,134
Marion,Governor,,DEM,Ballots Cast,705,113
Marion,Governor,,DEM,Ballots Cast,715,153
Marion,Governor,,DEM,Ballots Cast,725,125
Marion,Governor,,DEM,Ballots Cast,779,151
Marion,Governor,,DEM,Ballots Cast,780,194
Marion,Governor,,DEM,Ballots Cast,781,117
Marion,Governor,,DEM,Ballots Cast,782,41
Marion,Governor,,DEM,Ballots Cast,783,70
Marion,Governor,,DEM,Ballots Cast,784,28
Marion,Governor,,DEM,Ballots Cast,786,30
Marion,Governor,,DEM,Ballots Cast,787,281
Marion,Governor,,DEM,Ballots Cast,788,247
Marion,Governor,,DEM,Ballots Cast,789,211
Marion,Governor,,DEM,Ballots Cast,790,15
Marion,Governor,,DEM,Ballots Cast,815,194
Marion,Governor,,DEM,Ballots Cast,825,113
Marion,Governor,,DEM,Ballots Cast,835,178
Marion,Governor,,DEM,Ballots Cast,845,429
Marion,Governor,,DEM,Ballots Cast,855,253
Marion,Governor,,DEM,Ballots Cast,865,99
Marion,Governor,,DEM,Ballots Cast,905,15
Marion,Governor,,DEM,Ballots Cast,915,22
Marion,Governor,,DEM,Ballots Cast,925,17
Marion,Governor,,DEM,Ballots Cast,935,1
Marion,Governor,,DEM,Ballots Cast,981,52
Marion,Governor,,DEM,Ballots Cast,982,0
Marion,State Senate,10,DEM,Deb Patterson,325,239
Marion,State Senate,10,DEM,Deb Patterson,330,315
Marion,State Senate,10,DEM,Deb Patterson,331,106
Marion,State Senate,10,DEM,Deb Patterson,332,64
Marion,State Senate,10,DEM,Deb Patterson,333,112
Marion,State Senate,10,DEM,Deb Patterson,334,15
Marion,State Senate,10,DEM,Deb Patterson,335,0
Marion,State Senate,10,DEM,Deb Patterson,337,605
Marion,State Senate,10,DEM,Deb Patterson,340,284
Marion,State Senate,10,DEM,Deb Patterson,341,353
Marion,State Senate,10,DEM,Deb Patterson,342,0
Marion,State Senate,10,DEM,Deb Patterson,343,483
Marion,State Senate,10,DEM,Deb Patterson,344,543
Marion,State Senate,10,DEM,Deb Patterson,365,0
Marion,State Senate,10,DEM,Deb Patterson,371,685
Marion,State Senate,10,DEM,Deb Patterson,372,176
Marion,State Senate,10,DEM,Deb Patterson,373,390
Marion,State Senate,10,DEM,Deb Patterson,374,199
Marion,State Senate,10,DEM,Deb Patterson,375,278
Marion,State Senate,10,DEM,Deb Patterson,376,0
Marion,State Senate,10,DEM,Deb Patterson,682,234
Marion,State Senate,10,DEM,Deb Patterson,686,7
Marion,State Senate,10,DEM,Deb Patterson,687,8
Marion,State Senate,10,DEM,Deb Patterson,688,17
Marion,State Senate,10,DEM,Deb Patterson,697,146
Marion,State Senate,10,DEM,Deb Patterson,705,78
Marion,State Senate,10,DEM,Deb Patterson,715,102
Marion,State Senate,10,DEM,Deb Patterson,779,89
Marion,State Senate,10,DEM,Deb Patterson,780,143
Marion,State Senate,10,DEM,Deb Patterson,781,100
Marion,State Senate,10,DEM,Deb Patterson,782,32
Marion,State Senate,10,DEM,Deb Patterson,783,39
Marion,State Senate,10,DEM,Deb Patterson,784,20
Marion,State Senate,10,DEM,Deb Patterson,787,186
Marion,State Senate,10,DEM,Timothy John Graham,325,40
Marion,State Senate,10,DEM,Timothy John Graham,330,38
Marion,State Senate,10,DEM,Timothy John Graham,331,17
Marion,State Senate,10,DEM,Timothy John Graham,332,12
Marion,State Senate,10,DEM,Timothy John Graham,333,30
Marion,State Senate,10,DEM,Timothy John Graham,334,4
Marion,State Senate,10,DEM,Timothy John Graham,335,0
Marion,State Senate,10,DEM,Timothy John Graham,337,72
Marion,State Senate,10,DEM,Timothy John Graham,340,23
Marion,State Senate,10,DEM,Timothy John Graham,341,36
Marion,State Senate,10,DEM,Timothy John Graham,342,0
Marion,State Senate,10,DEM,Timothy John Graham,343,46
Marion,State Senate,10,DEM,Timothy John Graham,344,81
Marion,State Senate,10,DEM,Timothy John Graham,365,0
Marion,State Senate,10,DEM,Timothy John Graham,371,51
Marion,State Senate,10,DEM,Timothy John Graham,372,19
Marion,State Senate,10,DEM,Timothy John Graham,373,61
Marion,State Senate,10,DEM,Timothy John Graham,374,15
Marion,State Senate,10,DEM,Timothy John Graham,375,46
Marion,State Senate,10,DEM,Timothy John Graham,376,0
Marion,State Senate,10,DEM,Timothy John Graham,682,62
Marion,State Senate,10,DEM,Timothy John Graham,686,1
Marion,State Senate,10,DEM,Timothy John Graham,687,0
Marion,State Senate,10,DEM,Timothy John Graham,688,5
Marion,State Senate,10,DEM,Timothy John Graham,697,45
Marion,State Senate,10,DEM,Timothy John Graham,705,16
Marion,State Senate,10,DEM,Timothy John Graham,715,28
Marion,State Senate,10,DEM,Timothy John Graham,779,19
Marion,State Senate,10,DEM,Timothy John Graham,780,14
Marion,State Senate,10,DEM,Timothy John Graham,781,5
Marion,State Senate,10,DEM,Timothy John Graham,782,2
Marion,State Senate,10,DEM,Timothy John Graham,783,12
Marion,State Senate,10,DEM,Timothy John Graham,784,2
Marion,State Senate,10,DEM,Timothy John Graham,787,47
Marion,State Senate,10,DEM,Under Votes,325,33
Marion,State Senate,10,DEM,Under Votes,330,95
Marion,State Senate,10,DEM,Under Votes,331,33
Marion,State Senate,10,DEM,Under Votes,332,14
Marion,State Senate,10,DEM,Under Votes,333,28
Marion,State Senate,10,DEM,Under Votes,334,5
Marion,State Senate,10,DEM,Under Votes,335,0
Marion,State Senate,10,DEM,Under Votes,337,134
Marion,State Senate,10,DEM,Under Votes,340,71
Marion,State Senate,10,DEM,Under Votes,341,85
Marion,State Senate,10,DEM,Under Votes,342,0
Marion,State Senate,10,DEM,Under Votes,343,105
Marion,State Senate,10,DEM,Under Votes,344,122
Marion,State Senate,10,DEM,Under Votes,365,0
Marion,State Senate,10,DEM,Under Votes,371,129
Marion,State Senate,10,DEM,Under Votes,372,45
Marion,State Senate,10,DEM,Under Votes,373,116
Marion,State Senate,10,DEM,Under Votes,374,56
Marion,State Senate,10,DEM,Under Votes,375,54
Marion,State Senate,10,DEM,Under Votes,376,0
Marion,State Senate,10,DEM,Under Votes,682,67
Marion,State Senate,10,DEM,Under Votes,686,3
Marion,State Senate,10,DEM,Under Votes,687,2
Marion,State Senate,10,DEM,Under Votes,688,12
Marion,State Senate,10,DEM,Under Votes,697,43
Marion,State Senate,10,DEM,Under Votes,705,19
Marion,State Senate,10,DEM,Under Votes,715,14
Marion,State Senate,10,DEM,Under Votes,779,37
Marion,State Senate,10,DEM,Under Votes,780,36
Marion,State Senate,10,DEM,Under Votes,781,10
Marion,State Senate,10,DEM,Under Votes,782,7
Marion,State Senate,10,DEM,Under Votes,783,18
Marion,State Senate,10,DEM,Under Votes,784,6
Marion,State Senate,10,DEM,Under Votes,787,46
Marion,State Senate,10,DEM,Over Votes,325,0
Marion,State Senate,10,DEM,Over Votes,330,0
Marion,State Senate,10,DEM,Over Votes,331,0
Marion,State Senate,10,DEM,Over Votes,332,0
Marion,State Senate,10,DEM,Over Votes,333,0
Marion,State Senate,10,DEM,Over Votes,334,0
Marion,State Senate,10,DEM,Over Votes,335,0
Marion,State Senate,10,DEM,Over Votes,337,0
Marion,State Senate,10,DEM,Over Votes,340,0
Marion,State Senate,10,DEM,Over Votes,341,0
Marion,State Senate,10,DEM,Over Votes,342,0
Marion,State Senate,10,DEM,Over Votes,343,0
Marion,State Senate,10,DEM,Over Votes,344,1
Marion,State Senate,10,DEM,Over Votes,365,0
Marion,State Senate,10,DEM,Over Votes,371,1
Marion,State Senate,10,DEM,Over Votes,372,0
Marion,State Senate,10,DEM,Over Votes,373,0
Marion,State Senate,10,DEM,Over Votes,374,0
Marion,State Senate,10,DEM,Over Votes,375,0
Marion,State Senate,10,DEM,Over Votes,376,0
Marion,State Senate,10,DEM,Over Votes,682,0
Marion,State Senate,10,DEM,Over Votes,686,0
Marion,State Senate,10,DEM,Over Votes,687,0
Marion,State Senate,10,DEM,Over Votes,688,0
Marion,State Senate,10,DEM,Over Votes,697,0
Marion,State Senate,10,DEM,Over Votes,705,0
Marion,State Senate,10,DEM,Over Votes,715,0
Marion,State Senate,10,DEM,Over Votes,779,0
Marion,State Senate,10,DEM,Over Votes,780,0
Marion,State Senate,10,DEM,Over Votes,781,0
Marion,State Senate,10,DEM,Over Votes,782,0
Marion,State Senate,10,DEM,Over Votes,783,0
Marion,State Senate,10,DEM,Over Votes,784,0
Marion,State Senate,10,DEM,Over Votes,787,0
Marion,State Senate,10,DEM,Write-ins,325,4
Marion,State Senate,10,DEM,Write-ins,330,5
Marion,State Senate,10,DEM,Write-ins,331,0
Marion,State Senate,10,DEM,Write-ins,332,0
Marion,State Senate,10,DEM,Write-ins,333,2
Marion,State Senate,10,DEM,Write-ins,334,0
Marion,State Senate,10,DEM,Write-ins,335,0
Marion,State Senate,10,DEM,Write-ins,337,6
Marion,State Senate,10,DEM,Write-ins,340,3
Marion,State Senate,10,DEM,Write-ins,341,6
Marion,State Senate,10,DEM,Write-ins,342,0
Marion,State Senate,10,DEM,Write-ins,343,7
Marion,State Senate,10,DEM,Write-ins,344,7
Marion,State Senate,10,DEM,Write-ins,365,0
Marion,State Senate,10,DEM,Write-ins,371,5
Marion,State Senate,10,DEM,Write-ins,372,2
Marion,State Senate,10,DEM,Write-ins,373,7
Marion,State Senate,10,DEM,Write-ins,374,6
Marion,State Senate,10,DEM,Write-ins,375,6
Marion,State Senate,10,DEM,Write-ins,376,0
Marion,State Senate,10,DEM,Write-ins,682,9
Marion,State Senate,10,DEM,Write-ins,686,0
Marion,State Senate,10,DEM,Write-ins,687,0
Marion,State Senate,10,DEM,Write-ins,688,0
Marion,State Senate,10,DEM,Write-ins,697,3
Marion,State Senate,10,DEM,Write-ins,705,0
Marion,State Senate,10,DEM,Write-ins,715,9
Marion,State Senate,10,DEM,Write-ins,779,6
Marion,State Senate,10,DEM,Write-ins,780,1
Marion,State Senate,10,DEM,Write-ins,781,2
Marion,State Senate,10,DEM,Write-ins,782,0
Marion,State Senate,10,DEM,Write-ins,783,1
Marion,State Senate,10,DEM,Write-ins,784,0
Marion,State Senate,10,DEM,Write-ins,787,2
Marion,State Senate,10,DEM,Ballots Cast,325,316
Marion,State Senate,10,DEM,Ballots Cast,330,453
Marion,State Senate,10,DEM,Ballots Cast,331,156
Marion,State Senate,10,DEM,Ballots Cast,332,90
Marion,State Senate,10,DEM,Ballots Cast,333,172
Marion,State Senate,10,DEM,Ballots Cast,334,24
Marion,State Senate,10,DEM,Ballots Cast,335,0
Marion,State Senate,10,DEM,Ballots Cast,337,817
Marion,State Senate,10,DEM,Ballots Cast,340,381
Marion,State Senate,10,DEM,Ballots Cast,341,480
Marion,State Senate,10,DEM,Ballots Cast,342,0
Marion,State Senate,10,DEM,Ballots Cast,343,641
Marion,State Senate,10,DEM,Ballots Cast,344,754
Marion,State Senate,10,DEM,Ballots Cast,365,0
Marion,State Senate,10,DEM,Ballots Cast,371,871
Marion,State Senate,10,DEM,Ballots Cast,372,242
Marion,State Senate,10,DEM,Ballots Cast,373,574
Marion,State Senate,10,DEM,Ballots Cast,374,276
Marion,State Senate,10,DEM,Ballots Cast,375,384
Marion,State Senate,10,DEM,Ballots Cast,376,0
Marion,State Senate,10,DEM,Ballots Cast,682,372
Marion,State Senate,10,DEM,Ballots Cast,686,11
Marion,State Senate,10,DEM,Ballots Cast,687,10
Marion,State Senate,10,DEM,Ballots Cast,688,34
Marion,State Senate,10,DEM,Ballots Cast,697,237
Marion,State Senate,10,DEM,Ballots Cast,705,113
Marion,State Senate,10,DEM,Ballots Cast,715,153
Marion,State Senate,10,DEM,Ballots Cast,779,151
Marion,State Senate,10,DEM,Ballots Cast,780,194
Marion,State Senate,10,DEM,Ballots Cast,781,117
Marion,State Senate,10,DEM,Ballots Cast,782,41
Marion,State Senate,10,DEM,Ballots Cast,783,70
Marion,State Senate,10,DEM,Ballots Cast,784,28
Marion,State Senate,10,DEM,Ballots Cast,787,281
Marion,State Senate,11,DEM,Joyce H. Judy,310,138
Marion,State Senate,11,DEM,Joyce H. Judy,311,200
Marion,State Senate,11,DEM,Joyce H. Judy,312,176
Marion,State Senate,11,DEM,Joyce H. Judy,320,54
Marion,State Senate,11,DEM,Joyce H. Judy,321,77
Marion,State Senate,11,DEM,Joyce H. Judy,322,9
Marion,State Senate,11,DEM,Joyce H. Judy,323,192
Marion,State Senate,11,DEM,Joyce H. Judy,324,4
Marion,State Senate,11,DEM,Joyce H. Judy,326,5
Marion,State Senate,11,DEM,Joyce H. Judy,336,0
Marion,State Senate,11,DEM,Joyce H. Judy,350,88
Marion,State Senate,11,DEM,Joyce H. Judy,352,11
Marion,State Senate,11,DEM,Joyce H. Judy,353,64
Marion,State Senate,11,DEM,Joyce H. Judy,354,5
Marion,State Senate,11,DEM,Joyce H. Judy,355,2
Marion,State Senate,11,DEM,Joyce H. Judy,357,89
Marion,State Senate,11,DEM,Joyce H. Judy,361,16
Marion,State Senate,11,DEM,Joyce H. Judy,362,61
Marion,State Senate,11,DEM,Joyce H. Judy,363,157
Marion,State Senate,11,DEM,Joyce H. Judy,364,87
Marion,State Senate,11,DEM,Joyce H. Judy,370,185
Marion,State Senate,11,DEM,Joyce H. Judy,400,0
Marion,State Senate,11,DEM,Joyce H. Judy,408,5
Marion,State Senate,11,DEM,Joyce H. Judy,545,26
Marion,State Senate,11,DEM,Joyce H. Judy,582,15
Marion,State Senate,11,DEM,Joyce H. Judy,584,0
Marion,State Senate,11,DEM,Joyce H. Judy,588,3
Marion,State Senate,11,DEM,Joyce H. Judy,678,99
Marion,State Senate,11,DEM,Joyce H. Judy,690,123
Marion,State Senate,11,DEM,Joyce H. Judy,691,179
Marion,State Senate,11,DEM,Joyce H. Judy,694,53
Marion,State Senate,11,DEM,Joyce H. Judy,696,110
Marion,State Senate,11,DEM,Joyce H. Judy,815,63
Marion,State Senate,11,DEM,Joyce H. Judy,825,32
Marion,State Senate,11,DEM,Joyce H. Judy,835,58
Marion,State Senate,11,DEM,Joyce H. Judy,845,167
Marion,State Senate,11,DEM,Joyce H. Judy,855,73
Marion,State Senate,11,DEM,Joyce H. Judy,865,38
Marion,State Senate,11,DEM,Peter Courtney,310,306
Marion,State Senate,11,DEM,Peter Courtney,311,329
Marion,State Senate,11,DEM,Peter Courtney,312,335
Marion,State Senate,11,DEM,Peter Courtney,320,122
Marion,State Senate,11,DEM,Peter Courtney,321,124
Marion,State Senate,11,DEM,Peter Courtney,322,21
Marion,State Senate,11,DEM,Peter Courtney,323,477
Marion,State Senate,11,DEM,Peter Courtney,324,5
Marion,State Senate,11,DEM,Peter Courtney,326,6
Marion,State Senate,11,DEM,Peter Courtney,336,0
Marion,State Senate,11,DEM,Peter Courtney,350,160
Marion,State Senate,11,DEM,Peter Courtney,352,29
Marion,State Senate,11,DEM,Peter Courtney,353,116
Marion,State Senate,11,DEM,Peter Courtney,354,8
Marion,State Senate,11,DEM,Peter Courtney,355,5
Marion,State Senate,11,DEM,Peter Courtney,357,105
Marion,State Senate,11,DEM,Peter Courtney,361,21
Marion,State Senate,11,DEM,Peter Courtney,362,122
Marion,State Senate,11,DEM,Peter Courtney,363,244
Marion,State Senate,11,DEM,Peter Courtney,364,168
Marion,State Senate,11,DEM,Peter Courtney,370,384
Marion,State Senate,11,DEM,Peter Courtney,400,0
Marion,State Senate,11,DEM,Peter Courtney,408,9
Marion,State Senate,11,DEM,Peter Courtney,545,24
Marion,State Senate,11,DEM,Peter Courtney,582,38
Marion,State Senate,11,DEM,Peter Courtney,584,0
Marion,State Senate,11,DEM,Peter Courtney,588,2
Marion,State Senate,11,DEM,Peter Courtney,678,141
Marion,State Senate,11,DEM,Peter Courtney,690,181
Marion,State Senate,11,DEM,Peter Courtney,691,311
Marion,State Senate,11,DEM,Peter Courtney,694,78
Marion,State Senate,11,DEM,Peter Courtney,696,187
Marion,State Senate,11,DEM,Peter Courtney,815,117
Marion,State Senate,11,DEM,Peter Courtney,825,74
Marion,State Senate,11,DEM,Peter Courtney,835,115
Marion,State Senate,11,DEM,Peter Courtney,845,242
Marion,State Senate,11,DEM,Peter Courtney,855,165
Marion,State Senate,11,DEM,Peter Courtney,865,59
Marion,State Senate,11,DEM,Under Votes,310,35
Marion,State Senate,11,DEM,Under Votes,311,36
Marion,State Senate,11,DEM,Under Votes,312,31
Marion,State Senate,11,DEM,Under Votes,320,12
Marion,State Senate,11,DEM,Under Votes,321,12
Marion,State Senate,11,DEM,Under Votes,322,0
Marion,State Senate,11,DEM,Under Votes,323,34
Marion,State Senate,11,DEM,Under Votes,324,2
Marion,State Senate,11,DEM,Under Votes,326,0
Marion,State Senate,11,DEM,Under Votes,336,0
Marion,State Senate,11,DEM,Under Votes,350,24
Marion,State Senate,11,DEM,Under Votes,352,2
Marion,State Senate,11,DEM,Under Votes,353,12
Marion,State Senate,11,DEM,Under Votes,354,6
Marion,State Senate,11,DEM,Under Votes,355,0
Marion,State Senate,11,DEM,Under Votes,357,15
Marion,State Senate,11,DEM,Under Votes,361,2
Marion,State Senate,11,DEM,Under Votes,362,13
Marion,State Senate,11,DEM,Under Votes,363,22
Marion,State Senate,11,DEM,Under Votes,364,11
Marion,State Senate,11,DEM,Under Votes,370,33
Marion,State Senate,11,DEM,Under Votes,400,0
Marion,State Senate,11,DEM,Under Votes,408,1
Marion,State Senate,11,DEM,Under Votes,545,2
Marion,State Senate,11,DEM,Under Votes,582,0
Marion,State Senate,11,DEM,Under Votes,584,0
Marion,State Senate,11,DEM,Under Votes,588,1
Marion,State Senate,11,DEM,Under Votes,678,15
Marion,State Senate,11,DEM,Under Votes,690,23
Marion,State Senate,11,DEM,Under Votes,691,27
Marion,State Senate,11,DEM,Under Votes,694,10
Marion,State Senate,11,DEM,Under Votes,696,13
Marion,State Senate,11,DEM,Under Votes,815,13
Marion,State Senate,11,DEM,Under Votes,825,6
Marion,State Senate,11,DEM,Under Votes,835,4
Marion,State Senate,11,DEM,Under Votes,845,17
Marion,State Senate,11,DEM,Under Votes,855,13
Marion,State Senate,11,DEM,Under Votes,865,2
Marion,State Senate,11,DEM,Over Votes,310,0
Marion,State Senate,11,DEM,Over Votes,311,0
Marion,State Senate,11,DEM,Over Votes,312,0
Marion,State Senate,11,DEM,Over Votes,320,0
Marion,State Senate,11,DEM,Over Votes,321,0
Marion,State Senate,11,DEM,Over Votes,322,0
Marion,State Senate,11,DEM,Over Votes,323,0
Marion,State Senate,11,DEM,Over Votes,324,0
Marion,State Senate,11,DEM,Over Votes,326,0
Marion,State Senate,11,DEM,Over Votes,336,0
Marion,State Senate,11,DEM,Over Votes,350,1
Marion,State Senate,11,DEM,Over Votes,352,0
Marion,State Senate,11,DEM,Over Votes,353,0
Marion,State Senate,11,DEM,Over Votes,354,0
Marion,State Senate,11,DEM,Over Votes,355,0
Marion,State Senate,11,DEM,Over Votes,357,0
Marion,State Senate,11,DEM,Over Votes,361,0
Marion,State Senate,11,DEM,Over Votes,362,0
Marion,State Senate,11,DEM,Over Votes,363,0
Marion,State Senate,11,DEM,Over Votes,364,0
Marion,State Senate,11,DEM,Over Votes,370,0
Marion,State Senate,11,DEM,Over Votes,400,0
Marion,State Senate,11,DEM,Over Votes,408,0
Marion,State Senate,11,DEM,Over Votes,545,0
Marion,State Senate,11,DEM,Over Votes,582,0
Marion,State Senate,11,DEM,Over Votes,584,0
Marion,State Senate,11,DEM,Over Votes,588,0
Marion,State Senate,11,DEM,Over Votes,678,0
Marion,State Senate,11,DEM,Over Votes,690,0
Marion,State Senate,11,DEM,Over Votes,691,0
Marion,State Senate,11,DEM,Over Votes,694,0
Marion,State Senate,11,DEM,Over Votes,696,0
Marion,State Senate,11,DEM,Over Votes,815,0
Marion,State Senate,11,DEM,Over Votes,825,0
Marion,State Senate,11,DEM,Over Votes,835,0
Marion,State Senate,11,DEM,Over Votes,845,0
Marion,State Senate,11,DEM,Over Votes,855,0
Marion,State Senate,11,DEM,Over Votes,865,0
Marion,State Senate,11,DEM,Write-ins,310,0
Marion,State Senate,11,DEM,Write-ins,311,3
Marion,State Senate,11,DEM,Write-ins,312,1
Marion,State Senate,11,DEM,Write-ins,320,2
Marion,State Senate,11,DEM,Write-ins,321,2
Marion,State Senate,11,DEM,Write-ins,322,0
Marion,State Senate,11,DEM,Write-ins,323,1
Marion,State Senate,11,DEM,Write-ins,324,0
Marion,State Senate,11,DEM,Write-ins,326,0
Marion,State Senate,11,DEM,Write-ins,336,0
Marion,State Senate,11,DEM,Write-ins,350,3
Marion,State Senate,11,DEM,Write-ins,352,1
Marion,State Senate,11,DEM,Write-ins,353,0
Marion,State Senate,11,DEM,Write-ins,354,0
Marion,State Senate,11,DEM,Write-ins,355,0
Marion,State Senate,11,DEM,Write-ins,357,3
Marion,State Senate,11,DEM,Write-ins,361,0
Marion,State Senate,11,DEM,Write-ins,362,1
Marion,State Senate,11,DEM,Write-ins,363,3
Marion,State Senate,11,DEM,Write-ins,364,2
Marion,State Senate,11,DEM,Write-ins,370,2
Marion,State Senate,11,DEM,Write-ins,400,0
Marion,State Senate,11,DEM,Write-ins,408,0
Marion,State Senate,11,DEM,Write-ins,545,3
Marion,State Senate,11,DEM,Write-ins,582,0
Marion,State Senate,11,DEM,Write-ins,584,0
Marion,State Senate,11,DEM,Write-ins,588,0
Marion,State Senate,11,DEM,Write-ins,678,4
Marion,State Senate,11,DEM,Write-ins,690,1
Marion,State Senate,11,DEM,Write-ins,691,3
Marion,State Senate,11,DEM,Write-ins,694,0
Marion,State Senate,11,DEM,Write-ins,696,4
Marion,State Senate,11,DEM,Write-ins,815,1
Marion,State Senate,11,DEM,Write-ins,825,1
Marion,State Senate,11,DEM,Write-ins,835,1
Marion,State Senate,11,DEM,Write-ins,845,3
Marion,State Senate,11,DEM,Write-ins,855,2
Marion,State Senate,11,DEM,Write-ins,865,0
Marion,State Senate,13,DEM,Paul Diller,356,4
Marion,State Senate,13,DEM,Paul Diller,401,187
Marion,State Senate,13,DEM,Paul Diller,402,167
Marion,State Senate,13,DEM,Paul Diller,403,210
Marion,State Senate,13,DEM,Paul Diller,404,142
Marion,State Senate,13,DEM,Paul Diller,405,111
Marion,State Senate,13,DEM,Paul Diller,406,187
Marion,State Senate,13,DEM,Paul Diller,407,171
Marion,State Senate,13,DEM,Paul Diller,505,15
Marion,State Senate,13,DEM,Paul Diller,577,28
Marion,State Senate,13,DEM,Paul Diller,580,42
Marion,State Senate,13,DEM,Paul Diller,589,2
Marion,State Senate,13,DEM,Sarah Grider,356,3
Marion,State Senate,13,DEM,Sarah Grider,401,154
Marion,State Senate,13,DEM,Sarah Grider,402,121
Marion,State Senate,13,DEM,Sarah Grider,403,184
Marion,State Senate,13,DEM,Sarah Grider,404,171
Marion,State Senate,13,DEM,Sarah Grider,405,108
Marion,State Senate,13,DEM,Sarah Grider,406,207
Marion,State Senate,13,DEM,Sarah Grider,407,142
Marion,State Senate,13,DEM,Sarah Grider,505,10
Marion,State Senate,13,DEM,Sarah Grider,577,21
Marion,State Senate,13,DEM,Sarah Grider,580,49
Marion,State Senate,13,DEM,Sarah Grider,589,0
Marion,State Senate,13,DEM,Under Votes,356,2
Marion,State Senate,13,DEM,Under Votes,401,110
Marion,State Senate,13,DEM,Under Votes,402,86
Marion,State Senate,13,DEM,Under Votes,403,97
Marion,State Senate,13,DEM,Under Votes,404,73
Marion,State Senate,13,DEM,Under Votes,405,52
Marion,State Senate,13,DEM,Under Votes,406,99
Marion,State Senate,13,DEM,Under Votes,407,53
Marion,State Senate,13,DEM,Under Votes,505,11
Marion,State Senate,13,DEM,Under Votes,577,5
Marion,State Senate,13,DEM,Under Votes,580,16
Marion,State Senate,13,DEM,Under Votes,589,1
Marion,State Senate,13,DEM,Over Votes,356,0
Marion,State Senate,13,DEM,Over Votes,401,0
Marion,State Senate,13,DEM,Over Votes,402,0
Marion,State Senate,13,DEM,Over Votes,403,0
Marion,State Senate,13,DEM,Over Votes,404,0
Marion,State Senate,13,DEM,Over Votes,405,0
Marion,State Senate,13,DEM,Over Votes,406,0
Marion,State Senate,13,DEM,Over Votes,407,0
Marion,State Senate,13,DEM,Over Votes,505,0
Marion,State Senate,13,DEM,Over Votes,577,0
Marion,State Senate,13,DEM,Over Votes,580,0
Marion,State Senate,13,DEM,Over Votes,589,0
Marion,State Senate,13,DEM,Write-ins,356,3
Marion,State Senate,13,DEM,Write-ins,401,1
Marion,State Senate,13,DEM,Write-ins,402,2
Marion,State Senate,13,DEM,Write-ins,403,10
Marion,State Senate,13,DEM,Write-ins,404,7
Marion,State Senate,13,DEM,Write-ins,405,4
Marion,State Senate,13,DEM,Write-ins,406,7
Marion,State Senate,13,DEM,Write-ins,407,2
Marion,State Senate,13,DEM,Write-ins,505,1
Marion,State Senate,13,DEM,Write-ins,577,0
Marion,State Senate,13,DEM,Write-ins,580,1
Marion,State Senate,13,DEM,Write-ins,589,2
Marion,State Senate,20,DEM,Charles Gallia,578,5
Marion,State Senate,20,DEM,Under Votes,578,0
Marion,State Senate,20,DEM,Over Votes,578,0
Marion,State Senate,20,DEM,Write-ins,578,0
Marion,State Senate,30,DEM,Solea Kabakov,982,0
Marion,State Senate,30,DEM,Under Votes,982,0
Marion,State Senate,30,DEM,Over Votes,982,0
Marion,State Senate,30,DEM,Write-ins,982,0
Marion,State House,17,DEM,Renee Windsor-White,645,141
Marion,State House,17,DEM,Renee Windsor-White,655,289
Marion,State House,17,DEM,Renee Windsor-White,674,65
Marion,State House,17,DEM,Renee Windsor-White,679,66
